price_total,address,area_sqft,latitude,longitude,bhk,bathrooms,balcony,status,transaction,furnishing,property_type,price_per_sqft,city,source
4500000,"Hapur Road, NH 24, Ghaziabad, Delhi NCR",1350,28.638572,77.4308515,3,2,2,Ready to Move,Resale,Semi-Furnished,Flat,3333.333333,Ghaziabad,original
3600000,"Aman, JAYPEE GREENS, Sector 151, Noida, Delhi NCR",953,28.44497091,77.465759,2,2,2,Ready to Move,Resale,Semi-Furnished,Individual House,3777.544596,Noida,original
2300000,"DLF Ankur Vihar, Ghaziabad, Delhi NCR",700,28.7379052,77.2673675,2,2,1,Ready to Move,Resale,Furnished,Flat,3285.714286,Ghaziabad,original
4200000,"Crossings Republik, Ghaziabad, Crossings Republik, Ghaziabad, Delhi NCR",1050,28.630859,77.435943,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,4000,Ghaziabad,original
10300000,"Sector 89, Gurgaon, Sector 89, Gurgaon, Delhi NCR",1910,28.432831,77.036003,3,3,3,Ready to Move,Resale,Semi-Furnished,Flat,5392.670157,Gurgaon,original
14000000,"Crossings Republik, Ghaziabad, Delhi NCR",3440,28.6297895,77.4338883,5,5,2,Ready to Move,Resale,Semi-Furnished,Flat,4069.767442,Ghaziabad,original
5100000,"Sector 137, Noida, Sector 137, Noida, Delhi NCR",1040,28.509118,77.413416,2,2,3,Ready to Move,Resale,Semi-Furnished,Flat,4903.846154,Noida,original
3500000,"Prakash Vir Shastri Rd, Raj Nagar Extension, Ghaziabad, Uttar Pradesh, Raj Nagar Extension, Ghaziabad, Delhi NCR",895,28.70886224,77.42290529,2,2,3,Ready to Move,Resale,Semi-Furnished,Flat,3910.614525,Ghaziabad,original
5200000,"Sector 74, Noida, Delhi NCR",930,28.5783723,77.3873,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,5591.397849,Noida,original
3400000,"4256., Sector 49, Faridabad, Delhi NCR",650,28.3920951,77.267223,2,2,2,Ready to Move,Resale,Furnished,Flat,5230.769231,Faridabad,original
8820000,"Greater Noida West, Greater Noida, Delhi NCR",1650,28.60469308,77.43489765,3,3,2,Ready to Move,Resale,Semi-Furnished,Flat,5345.454545,Greater Noida,original
3100000,"Greater Noida West, Greater Noida, Delhi NCR",770,28.57949215,77.438215,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,4025.974026,Greater Noida,original
4700000,"Govindpuram, Ghaziabad, Delhi NCR",1180,28.687809,77.478751,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,3983.050847,Ghaziabad,original
7000000,"Noida Extension, Noida, Noida Extension, Noida, Delhi NCR",1463,28.587189,77.31651,3,2,2,Ready to Move,Resale,Semi-Furnished,Flat,4784.688995,Noida,original
11500000,"Sector 37D, Gurgaon, Delhi NCR",1800,28.4460523,76.9772858,3,3,3,Ready to Move,Resale,Furnished,Flat,6388.888889,Gurgaon,original
4500000,"B209., Omicron 1, Greater Noida, Delhi NCR",1145,28.46267033,77.55830252,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,3930.131004,Greater Noida,original
9200000,"Cherry County, Noida extension, Noida Extension, Noida, Delhi NCR",1620,28.60083,77.446918,3,4,3,Ready to Move,New Property,Semi-Furnished,Individual House,5679.012346,Noida,original
9000000,"sector 33 Sohna Gurugram, Sector 33 Sohna, Gurgaon, Delhi NCR",1350,28.279888,77.066987,2,2,2,Ready to Move,Resale,Unfurnished,Flat,6666.666667,Gurgaon,original
3000000,"Shalimar garden, Ghaziabad, Delhi NCR",675,28.6895689,77.3386129,2,2,1,Ready to Move,Resale,Semi-Furnished,Individual House,4444.444444,Ghaziabad,original
7560000,"Indirapuram, Ghaziabad, Vaibhav Khand, Ghaziabad, Delhi NCR",1080,28.63527193,77.37039464,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,7000,Ghaziabad,original
7700000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1829,28.70374535,77.41658391,3,3,2,Ready to Move,Resale,Semi-Furnished,Flat,4209.950793,Ghaziabad,original
5000000,"H 1206 logix blossom county sector 137 noida, Sector 137, Noida, Delhi NCR",968,28.509118,77.413416,2,2,3,Ready to Move,Resale,Semi-Furnished,Flat,5165.289256,Noida,original
4500000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1125,28.70297379,77.421054,3,3,2,Ready to Move,Resale,Semi-Furnished,Flat,4000,Ghaziabad,original
11100000,"Sector 57, Gurgaon, Delhi NCR",1200,28.4215541,77.0780609,3,2,1,Ready to Move,New Property,Semi-Furnished,Flat,9250,Gurgaon,original
6500000,"Sector 1 Vasundhara, Ghaziabad, Delhi NCR",1350,28.664996,77.3898739,3,3,2,Ready to Move,Resale,Furnished,Individual House,4814.814815,Ghaziabad,original
2830000,"DLF Ankur Vihar, Ghaziabad, Delhi NCR",880,28.7379052,77.2673675,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,3215.909091,Ghaziabad,original
3300000,"Swaran Jayanti Puram, Ghaziabad, Delhi NCR",900,28.6896586,77.4863846,3,3,2,Ready to Move,Resale,Unfurnished,Flat,3666.666667,Ghaziabad,original
6000000,"Raj Nagar Extension, Ghaziabad, Raj Nagar Extension, Ghaziabad, Delhi NCR",1355,28.703874,77.42620866,2,2,3,Ready to Move,Resale,Semi-Furnished,Flat,4428.04428,Ghaziabad,original
4200000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1075,28.7040534,77.4373305,2,2,2,Ready to Move,Resale,Unfurnished,Flat,3906.976744,Ghaziabad,original
12700000,"Sector 57, Gurgaon, Delhi NCR",1750,28.4215541,77.0780609,3,3,2,Ready to Move,Resale,Furnished,Flat,7257.142857,Gurgaon,original
7500000,"Sector 89, Gurgaon, Delhi NCR",1297,28.432831,77.036003,2,2,2,Ready to Move,New Property,Semi-Furnished,Flat,5782.575173,Gurgaon,original
6500000,"Mahavir enclave part 1 Delhi 110045, Mahavir Enclave Part 1, New Delhi - Dwarka, Delhi NCR",900,28.5980365,77.0765245,3,2,4,Ready to Move,Resale,Semi-Furnished,Flat,7222.222222,New Delhi,original
7200000,"A17 street no 8 Dwarka mor, Dwarka Mor, New Delhi - West, Delhi NCR",1100,28.63360023,77.09877777,3,2,1,Ready to Move,Resale,Furnished,Flat,6545.454545,New Delhi,original
4200000,"Flat No-119B, Near ABES College, Village-Dundahera, NH-24, Ghaziabad, Crossings Republik, Ghaziabad, Delhi NCR",1022,28.62524,77.435444,2,2,1,Ready to Move,Resale,Semi-Furnished,Flat,4109.589041,Ghaziabad,original
7300000,"B1/601., Sector 83, Gurgaon, Delhi NCR",1325,28.39493764,76.96900817,2,2,3,Ready to Move,Resale,Semi-Furnished,Flat,5509.433962,Gurgaon,original
9000000,"Zeta 1, Greater Noida, Zeta 1, Greater Noida, Delhi NCR",1800,28.496754,77.52229495,3,3,3,Ready to Move,Resale,Semi-Furnished,Flat,5000,Greater Noida,original
3750000,"Sector 137, Noida, Uttar Pradesh 201305, Sector 137, Noida, Delhi NCR",825,28.505584,77.410762,2,2,2,Ready to Move,Resale,Semi-Furnished,Individual House,4545.454545,Noida,original
10500000,"Flat no 653, sector 17, pocket A, Dwarka, New Delhi, Sector 17 Dwarka, New Delhi - Dwarka, Delhi NCR",1100,28.594639,77.022676,3,2,2,Ready to Move,Resale,Semi-Furnished,Flat,9545.454545,New Delhi,original
11800000,"Ansal Neelpadam Sector 5 Vaishali Ghaziabad, Vaishali, Ghaziabad, Delhi NCR",1729,28.6441755,77.336519,3,3,2,Ready to Move,Resale,Semi-Furnished,Flat,6824.754193,Ghaziabad,original
5500000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1450,28.707505,77.42157217,3,3,2,Ready to Move,New Property,Semi-Furnished,Flat,3793.103448,Ghaziabad,original
3800000,"Crossings Republik, Ghaziabad, Delhi NCR",1050,28.629808,77.440609,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,3619.047619,Ghaziabad,original
6000000,"Eta 2, Greater Noida, Delhi NCR",1875,28.498557,77.54265046,3,3,3,Ready to Move,New Property,Semi-Furnished,Flat,3200,Greater Noida,original
3500000,"R 601, Raj Nagar Extension, Ghaziabad, Delhi NCR",1050,28.708744,77.417028,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,3333.333333,Ghaziabad,original
4000000,"Sangam Vihar, New Delhi - South, Delhi NCR",900,28.4985555,77.2403044,3,2,2,Ready to Move,Resale,Semi-Furnished,Flat,4444.444444,New Delhi,original
5000000,"1906., Patwari, Greater Noida, Delhi NCR",1160,28.57642174,77.45531464,2,2,3,Ready to Move,Resale,Semi-Furnished,Flat,4310.344828,Greater Noida,original
5300000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1190,28.703874,77.42620866,2,2,1,Ready to Move,Resale,Semi-Furnished,Flat,4453.781513,Ghaziabad,original
5480000,"Raj Nagar Extension, Ghaziabad, Garhi, Ghaziabad, Delhi NCR",1275,28.702996,77.432024,3,2,3,Ready to Move,Resale,Semi-Furnished,Flat,4298.039216,Ghaziabad,original
8800000,"Sector 137, Noida, Delhi NCR",1595,28.51183419,77.41127367,3,3,4,Ready to Move,Resale,Semi-Furnished,Flat,5517.241379,Noida,original
3700000,"Bhopura, Ghaziabad, Bhopura, Ghaziabad, Delhi NCR",1050,28.728555,77.337353,2,2,3,Ready to Move,Resale,Semi-Furnished,Flat,3523.809524,Ghaziabad,original
9500000,"Cherry county Tower B1, Noida Extension, Noida, Delhi NCR",1620,28.60083,77.446918,3,4,4,Ready to Move,Resale,Semi-Furnished,Flat,5864.197531,Noida,original
8500000,"Chi 5, Greater Noida, Delhi NCR",1735,28.43019427,77.50613308,3,3,2,Ready to Move,Resale,Semi-Furnished,Flat,4899.135447,Greater Noida,original
4950000,"Sector 74, Noida, Delhi NCR",930,28.574637,77.388803,2,2,3,Ready to Move,Resale,Semi-Furnished,Individual House,5322.580645,Noida,original
5300000,"Noida Extension, Greater Noida, Delhi NCR",1152,28.604884,77.425914,2,2,2,Ready to Move,Resale,Unfurnished,Flat,4600.694444,Greater Noida,original
12000000,"C1, 1003, Tech Zone, Greater Noida, Delhi NCR",2245,28.400922,77.51969,4,5,4,Ready to Move,Resale,Semi-Furnished,Flat,5345.211581,Greater Noida,original
11000000,"bptp park serene sector 37D gurugram, Sector 37D, Gurgaon, Delhi NCR",1814,28.455376,76.97621181,3,3,3,Ready to Move,Resale,Semi-Furnished,Flat,6063.947078,Gurgaon,original
7500000,"Greater Noida West, Greater Noida, Delhi NCR",1520,28.605958,77.444512,3,3,2,Ready to Move,Resale,Furnished,Flat,4934.210526,Greater Noida,original
5000000,"Tower A House No 104, Yamuna Expressway, Greater Noida, Delhi NCR",1375,28.309616,77.55859,3,2,2,Ready to Move,Resale,Semi-Furnished,Individual House,3636.363636,Greater Noida,original
14100000,"Rajendra Nagar Ghaziabad, Gulmohur Greens, Ghaziabad, Delhi NCR",2550,28.6362133,77.43360138,3,3,3,Ready to Move,Resale,Semi-Furnished,Flat,5529.411765,Ghaziabad,original
3100000,"sector 99A gurgaon, Sector 99A, Gurgaon, Delhi NCR",530,28.462559,76.955336,2,2,1,Ready to Move,Resale,Semi-Furnished,Flat,5849.056604,Gurgaon,original
4500000,"b, Sector 4 Vaishali, Ghaziabad, Delhi NCR",770,28.64702415,77.34025574,2,2,1,Ready to Move,Resale,Unfurnished,Flat,5844.155844,Ghaziabad,original
6500000,"Sohna, Gurgaon, Delhi NCR",1264,28.266656,77.064897,2,3,2,Ready to Move,Resale,Semi-Furnished,Flat,5142.405063,Gurgaon,original
32000000,"Sector 128, Noida, Delhi NCR",3325,28.526541,77.36067352,4,4,4,Ready to Move,Resale,Unfurnished,Flat,9624.06015,Noida,original
12000000,"Gurgaon - Faridabad Road, Gurgaon, Delhi NCR",1752,28.433653,77.152919,4,3,2,Ready to Move,Resale,Semi-Furnished,Flat,6849.315068,Gurgaon,original
4000000,"GH 04, Sector 16C, Gaur City 2, Greater Noida, Uttar Pradesh 201318, Noida Extension, Noida, Delhi NCR",960,28.620768,77.425805,2,2,3,Ready to Move,Resale,Semi-Furnished,Flat,4166.666667,Noida,original
7800000,"Indirapuram, Ghaziabad, Delhi NCR",1460,28.641073,77.368012,3,2,2,Ready to Move,Resale,Semi-Furnished,Flat,5342.465753,Ghaziabad,original
5000000,"Sector 4, Gurgaon, Sector 4 Urban Estate, Gurgaon, Delhi NCR",700,28.48522885,77.01313186,2,2,1,Ready to Move,Resale,Semi-Furnished,Flat,7142.857143,Gurgaon,original
5000000,"Omicron 3, Greater Noida, Delhi NCR",1164,28.477342,77.5529344,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,4295.532646,Greater Noida,original
7800000,"D 197 Flamingo Floors Central Park, Sohna, Gurgaon, Delhi NCR",1097,28.24002266,77.0714798,2,2,3,Ready to Move,New Property,Unfurnished,Flat,7110.30082,Gurgaon,original
4800000,"Govindpuram, Ghaziabad, Govindpuram, Ghaziabad, Delhi NCR",1180,28.687809,77.478751,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,4067.79661,Ghaziabad,original
12000000,"Sushant Lok Phase 3, Gurgaon, Delhi NCR",1500,28.42396545,77.08393097,3,3,2,Ready to Move,Resale,Semi-Furnished,Flat,8000,Gurgaon,original
3500000,"Wave City, Ghaziabad, Delhi NCR",800,28.664371,77.488789,2,2,2,Ready to Move,Resale,Unfurnished,Flat,4375,Ghaziabad,original
2100000,"DLF Ankur Vihar, Ghaziabad, Delhi NCR",650,28.7379055,77.2673645,2,2,2,Ready to Move,New Property,Semi-Furnished,Flat,3230.769231,Ghaziabad,original
9000000,"Plot No. 3, Sector 79, Sector 79, Noida, Uttar Pradesh 201301, Sector 79, Noida, Delhi NCR",1400,28.56458645,77.39876351,3,2,2,Ready to Move,Resale,Semi-Furnished,Flat,6428.571429,Noida,original
3700000,"Sanskriti Vihar, G Block, Noida Extension, Greater Noida, Delhi NCR",845,28.617567,77.426765,2,2,3,Ready to Move,Resale,Semi-Furnished,Flat,4378.698225,Greater Noida,original
4600000,"Ace Platinum, Zeta I, Greater Noida, Uttar Pradesh 201306, Zeta 1, Greater Noida, Delhi NCR",1150,28.49937354,77.51894613,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,4000,Greater Noida,original
5000000,"Sector 121, Noida, Delhi NCR",945,28.59929291,77.40273489,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,5291.005291,Noida,original
7800000,"Omega 2, Greater Noida, Delhi NCR",1650,28.4611974,77.5111725,3,3,2,Ready to Move,Resale,Semi-Furnished,Flat,4727.272727,Greater Noida,original
3300000,"Sector 1 Vasundhara, Ghaziabad, Delhi NCR",648,28.664996,77.3898739,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,5092.592593,Ghaziabad,original
7500000,"Indirapuram, Ghaziabad, Ahinsa Khand 1, Ghaziabad, Delhi NCR",1080,28.63527193,77.37039464,2,2,3,Ready to Move,Resale,Semi-Furnished,Flat,6944.444444,Ghaziabad,original
3200000,"uttam nagar west metro, Uttam Nagar West, New Delhi - West, Delhi NCR",600,28.621767,77.055846,2,2,1,Ready to Move,New Property,Semi-Furnished,Flat,5333.333333,New Delhi,original
9000000,"Sector 107, Noida, Delhi NCR",1405,28.55000582,77.37582016,3,3,3,Ready to Move,Resale,Semi-Furnished,Flat,6405.69395,Noida,original
7000000,"Noida Extension, Noida, Delhi NCR",1505,28.60595894,77.44451141,3,2,3,Ready to Move,New Property,Unfurnished,Flat,4651.162791,Noida,original
3600000,"Sector 86, Faridabad, Delhi NCR",850,28.41067606,77.3460253,2,2,1,Ready to Move,Resale,Semi-Furnished,Flat,4235.294118,Faridabad,original
3700000,"Greater Noida West, Greater Noida, Sector 4, Greater Noida, Delhi NCR",845,28.613591,77.426125,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,4378.698225,Greater Noida,original
8000000,"Indirapuram, Ghaziabad, Indirapuram, Ghaziabad, Delhi NCR",1460,28.634318,77.361896,3,3,2,Ready to Move,Resale,Semi-Furnished,Flat,5479.452055,Ghaziabad,original
3400000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1000,28.708744,77.417028,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,3400,Ghaziabad,original
9200000,"Zeta 1, Greater Noida, Delhi NCR",1800,28.496754,77.52229495,3,3,2,Ready to Move,Resale,Semi-Furnished,Flat,5111.111111,Greater Noida,original
6000000,"Plot No 01/A, Sector 78, Metro Station Rd, Supertech Capetown, Sector 74, Noida, Uttar Pradesh 201301, Sector 74, Noida, Delhi NCR",1150,28.574637,77.388803,3,2,3,Ready to Move,Resale,Semi-Furnished,Flat,5217.391304,Noida,original
3200000,"Bhopura, Ghaziabad, Delhi NCR",965,28.728555,77.337353,2,2,3,Ready to Move,Resale,Semi-Furnished,Flat,3316.062176,Ghaziabad,original
8000000,"1103, Victory Crossroads, Caspia Tower, Sector 143- B, Noida, Sector 143, Noida, Delhi NCR",1540,28.50076758,77.42160624,3,3,2,Ready to Move,New Property,Semi-Furnished,Flat,5194.805195,Noida,original
4300000,"Omicron-3, Greater Noida., Omicron 3, Greater Noida, Delhi NCR",1150,28.474501,77.553187,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,3739.130435,Greater Noida,original
8000000,"Plot No 981, 982, Noor Nagar, Raj Nagar Extension, Ghaziabad, Uttar Pradesh, Raj Nagar Extension, Ghaziabad, Delhi NCR",1775,28.703253,77.42124207,4,3,2,Ready to Move,Resale,Semi-Furnished,Flat,4507.042254,Ghaziabad,original
11500000,"Sector 37D, Gurgaon, Sector 37D, Gurgaon, Delhi NCR",1725,28.448734,76.971233,3,3,3,Ready to Move,Resale,Semi-Furnished,Flat,6666.666667,Gurgaon,original
20000000,"Sector 78, Gurgaon, Delhi NCR",2374,28.37278557,76.972229,4,4,2,Ready to Move,Resale,Semi-Furnished,Flat,8424.599832,Gurgaon,original
11000000,"Indirapuram, Ghaziabad, Delhi NCR",1700,28.6493479,77.3696259,4,3,2,Ready to Move,Resale,Semi-Furnished,Flat,6470.588235,Ghaziabad,original
5500000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",1250,28.702996,77.432024,3,2,2,Ready to Move,Resale,Semi-Furnished,Flat,4400,Ghaziabad,original
6000000,"Noida Extension, Noida, Noida Extension, Noida, Delhi NCR",1340,28.56198251,77.48120844,3,2,2,Ready to Move,Resale,Semi-Furnished,Flat,4477.61194,Noida,original
7000000,"Sector 84, Gurugram, Haryana, Sector 84, Gurgaon, Delhi NCR",1425,28.410466,76.962531,2,2,3,Ready to Move,Resale,Semi-Furnished,Flat,4912.280702,Gurgaon,original
4100000,"Neharpar, Faridabad, Delhi NCR",1304,28.41086241,77.35251455,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,3144.171779,Faridabad,original
8000000,"Sector 92, Gurgaon, Sector 92, Gurgaon, Delhi NCR",1712,28.414052,76.914303,4,3,3,Ready to Move,Resale,Unfurnished,Flat,4672.897196,Gurgaon,original
8500000,"Chi 5, Greater Noida, Delhi NCR",1735,28.43019427,77.50613308,3,3,2,Ready to Move,Resale,Semi-Furnished,Flat,4899.135447,Greater Noida,original
7000000,"1602., Sector 1, Greater Noida, Delhi NCR",1550,28.5661101,77.4406099,3,3,4,Ready to Move,Resale,Semi-Furnished,Flat,4516.129032,Greater Noida,original
9900000,"Sector 70, Gurgaon, Delhi NCR",1250,28.3930662,77.022442,2,2,4,Ready to Move,Resale,Semi-Furnished,Flat,7920,Gurgaon,original
8500000,"Indirapuram, Ghaziabad, Ahinsa Khand 2, Ghaziabad, Delhi NCR",1592,28.64669991,77.38233185,3,2,2,Ready to Move,Resale,Semi-Furnished,Individual House,5339.19598,Ghaziabad,original
3700000,"Crossings Republik, Ghaziabad, Sain Vihar, Ghaziabad, Delhi NCR",1270,28.625283,77.433902,2,2,3,Ready to Move,Resale,Semi-Furnished,Flat,2913.385827,Ghaziabad,original
4000000,"Sector 3 Vasundhara, Ghaziabad, Delhi NCR",700,28.6632665,77.3844874,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,5714.285714,Ghaziabad,original
5000000,"flat no 003 tower B Supertech Livingston Crossings RepublikGhaziabad, Crossings Republik, Ghaziabad, Delhi NCR",1425,28.630282,77.437076,3,2,3,Ready to Move,Resale,Semi-Furnished,Flat,3508.77193,Ghaziabad,original
5000000,"Greater Noida West, Greater Noida, Greater Noida West, Greater Noida, Delhi NCR",1245,28.606945,77.45557857,3,3,3,Ready to Move,Resale,Semi-Furnished,Flat,4016.064257,Greater Noida,original
4500000,"Omicron 3, Greater Noida, Delhi NCR",995,28.477342,77.5529344,3,3,2,Ready to Move,Resale,Unfurnished,Flat,4522.613065,Greater Noida,original
8500000,"Sector 70 Gurgaon, Sector 70, Gurgaon, Delhi NCR",1137,28.39568075,77.02979199,3,2,2,Ready to Move,Resale,Semi-Furnished,Individual House,7475.813544,Gurgaon,original
5800000,"Indirapuram, Ghaziabad, Delhi NCR",1350,28.634729,77.35832,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,4296.296296,Ghaziabad,original
7500000,"Indirapuram, Ghaziabad, Indirapuram, Ghaziabad, Delhi NCR",1095,28.63527193,77.37039464,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,6849.315068,Ghaziabad,original
7500000,"Ahinsa Khand 2, Ghaziabad, Delhi NCR",1263,28.64179091,77.37873311,3,3,4,Ready to Move,Resale,Semi-Furnished,Flat,5938.24228,Ghaziabad,original
9500000,"Sector 152, Noida, Delhi NCR",1850,28.441405,77.476994,3,3,2,Ready to Move,Resale,Semi-Furnished,Flat,5135.135135,Noida,original
13000000,"Joyville shapoorji pallonji Sector 102 Dwarka Expressway Gurgaon, Sector 102, Gurgaon, Delhi NCR",1692,28.47631073,76.97161102,3,3,3,Ready to Move,Resale,Semi-Furnished,Individual House,7683.21513,Gurgaon,original
6500000,"Sector 137, Noida, Sector 137, Noida, Delhi NCR",1045,28.50920801,77.40662554,2,2,3,Ready to Move,Resale,Semi-Furnished,Flat,6220.095694,Noida,original
3300000,"Flat no 1301, tower B 4, Noida Extension, Noida, Delhi NCR",915,28.5329,77.407621,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,3606.557377,Noida,original
6000000,"Indirapuram, Ghaziabad, Delhi NCR",1350,28.634729,77.35832,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,4444.444444,Ghaziabad,original
5800000,"Mohan Garden, New Delhi - West, Delhi NCR",940,28.63306427,77.03317261,3,2,2,Ready to Move,Resale,Semi-Furnished,Flat,6170.212766,New Delhi,original
8500000,"Indirapuram, Ghaziabad, Delhi NCR",1450,28.63684824,77.367891,3,3,2,Ready to Move,Resale,Semi-Furnished,Flat,5862.068966,Ghaziabad,original
4100000,"Omicron 1, Greater Noida, Delhi NCR",1040,28.46267033,77.55830252,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,3942.307692,Greater Noida,original
4400000,"514., Sector 4, Greater Noida, Delhi NCR",980,28.6109351,77.4294948,2,2,3,Ready to Move,Resale,Semi-Furnished,Flat,4489.795918,Greater Noida,original
5200000,"Sector 2 Rajendra Nagar, Ghaziabad, Delhi NCR",900,28.687614,77.351924,3,2,1,Ready to Move,Resale,Unfurnished,Flat,5777.777778,Ghaziabad,original
8100000,"C16-02, C- Block, Bptp Parklands, Sec -85, Greater Faridabad, Sector 85, Faridabad, Delhi NCR",1600,28.4042306,77.3559561,3,3,3,Ready to Move,Resale,Semi-Furnished,Flat,5062.5,Faridabad,original
3800000,"Omicron 1, Greater Noida, Delhi NCR",955,28.46267033,77.55830252,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,3979.057592,Greater Noida,original
5500000,"Plot No. - 4/BS-01 & 4/BS-05, Siddhartha Vihar, Ghaziabad, Uttar Pradesh, Siddhartha Vihar, Ghaziabad, Delhi NCR",970,28.646286,77.406051,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,5670.103093,Ghaziabad,original
6200000,"Sector137 Noida Paramount Floraville, Sector 137, Noida, Delhi NCR",1045,28.50920801,77.40662554,2,2,4,Ready to Move,Resale,Semi-Furnished,Flat,5933.014354,Noida,original
7900000,"Indirapuram, Ghaziabad, Delhi NCR",1095,28.63527193,77.37039464,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,7214.611872,Ghaziabad,original
4510000,"Greater Noida, Sector 2, Greater Noida, Delhi NCR",1060,28.5814311,77.4528192,2,2,3,Ready to Move,Resale,Semi-Furnished,Flat,4254.716981,Greater Noida,original
7000000,"Crossings Republik, Ghaziabad, Delhi NCR",1898,28.62585,77.435336,4,3,5,Ready to Move,Resale,Semi-Furnished,Flat,3688.092729,Ghaziabad,original
6500000,"Raj Nagar Extension, Ghaziabad, Raj Nagar Extension, Ghaziabad, Delhi NCR",1400,28.701622,77.430153,3,3,2,Ready to Move,Resale,Semi-Furnished,Flat,4642.857143,Ghaziabad,original
6500000,"sandal apartment, Shalimar Garden Extension 1, Ghaziabad, Delhi NCR",1750,28.69359,77.344376,3,2,3,Ready to Move,New Property,Semi-Furnished,Flat,3714.285714,Ghaziabad,original
29000000,"Gurgaon, Delhi NCR",1935,28.454191,77.0837996,3,3,2,Ready to Move,New Property,Semi-Furnished,Individual House,14987,Gurgaon,new
23699999,"New Delhi, Delhi NCR",1200,28.5532375,77.1743485,2,2,2,Ready to Move,Resale,Semi-Furnished,Flat,19750,New Delhi,new
60000000,"Gurgaon, Delhi NCR",2499,28.403162,77.0698444,3,4,3,Ready to Move,Resale,Semi-Furnished,Flat,24010,Gurgaon,new
4800000,"New Delhi, Delhi NCR",1000,28.523548,77.2088954,2,2,2,Ready to Move,New Property,Semi-Furnished,Individual House,4800,New Delhi,new
4575000,"Greater Noida, Delhi NCR",915,28.61588785,77.42627486,2,2,1,Ready to Move,New Property,Furnished,Flat,5000,Greater Noida,new
9100000,"Noida, Delhi NCR",1140,28.57453962,77.31213679,2,2,3,Ready to Move,Resale,Semi-Furnished,Flat,7982,Noida,new
23500000,"Noida, Delhi NCR",1885,28.52516218,77.363994,2,2,1,Ready to Move,Resale,Semi-Furnished,Flat,12467,Noida,new
16000000,"Faridabad, Delhi NCR",2000,28.43322962,77.31445076,3,3,2,Ready to Move,Resale,Semi-Furnished,Individual House,8000,Faridabad,new
11500000,"Greater Noida, Delhi NCR",1385,28.61588785,77.42627486,3,2,3,Ready to Move,Resale,Semi-Furnished,Flat,8303,Greater Noida,new
58728000,"Gurgaon, Delhi NCR",2567,28.4084074,77.0836769,3,4,4,Ready to Move,New Property,Semi-Furnished,Flat,22878,Gurgaon,new
145000000,"Gurgaon, Delhi NCR",3931,28.42431043,77.03411732,4,6,4,Ready to Move,Resale,Semi-Furnished,Individual House,36886,Gurgaon,new
17200000,"Ghaziabad, Delhi NCR",1430,28.64517571,77.37867012,3,3,2,Ready to Move,New Property,Semi-Furnished,Individual House,12028,Ghaziabad,new
25000000,"Gurgaon, Delhi NCR",837,28.247592,77.069185,1,1,1,Ready to Move,New Property,Semi-Furnished,Flat,29869,Gurgaon,new
9000000,"Greater Noida, Delhi NCR",955,28.59982639,77.45009896,2,2,3,Ready to Move,Resale,Semi-Furnished,Flat,9424,Greater Noida,new
21898175,"Greater Noida, Delhi NCR",1825,28.47924,77.500771,3,3,2,Ready to Move,New Property,Semi-Furnished,Flat,11999,Greater Noida,new
25959000,"Gurgaon, Delhi NCR",2365,28.46457841,76.96317661,4,5,4,Ready to Move,New Property,Semi-Furnished,Flat,10976,Gurgaon,new
29500000,"Faridabad, Delhi NCR",3150,28.40472308,77.35609411,4,4,2,Ready to Move,Resale,Semi-Furnished,Individual House,9365,Faridabad,new
90000000,"Gurgaon, Delhi NCR",2771,28.4406745,77.0966311,3,3,3,Under Construction,New Property,Semi-Furnished,Flat,32479,Gurgaon,new
